Timestamp,Accel_X,Accel_Y,Accel_Z,Roll,Pitch,Yaw,RM11,RM12,RM13,RM21,RM22,RM23,RM31,RM32,RM33,GravAcc_X,GravAcc_Y,GravAcc_Z,UserAcc_X,UserAcc_Y,UserAcc_Z,RotRate_X,RotRate_Y,RotRate_Z,MagHeading,TrueHeading,HeadingAccuracy,Course,Speed
482149736.759192,0.070847,-0.002182,-1.020508,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.768651,0.057770,-0.005249,-1.016388,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.778049,0.057770,-0.005249,-1.016388,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.788803,-0.002853,-0.007050,-1.022919,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.798592,-0.044769,-0.009628,-1.031235,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.808059,0.034271,-0.005554,-1.017792,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.818768,0.006592,-0.011032,-1.035889,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.828172,-0.041641,-0.006638,-1.033005,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.838176,0.041077,-0.011414,-1.019257,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.848578,0.093262,-0.003845,-1.017197,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.857768,0.042770,-0.008377,-1.012405,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.869481,0.056351,-0.008377,-1.028091,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.878799,-0.002289,-0.010941,-1.017014,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.888689,-0.035797,-0.010330,-1.015137,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
482149736.898143,-0.035797,-0.010330,-1.015137,0.037641,0.006773,-0.000877,0.999291,-0.000621,-0.037632,0.000877,0.999977,0.006772,0.037627,-0.006801,0.999269,0.037632,-0.006772,-0.999269,0.008663,0.002302,-0.022689,-0.003025,0.001014,-0.000398,22.602474,27.065258,-1.000000,-1.000000,-1.000000
