timestamp,accuracy,d0,d1,d2
90541978579075,3,-0.019153614,0.34835634,9.940725
90541988603762,3,-0.21547815,0.35553896,9.958682
90541998586418,3,-0.4189853,0.35793316,9.964667
90542008580273,3,-0.44891283,0.36032736,9.964667
90542018576002,3,-0.39983168,0.36272156,9.967062
90542028581783,3,-0.45370123,0.36152446,9.983821
90542038578762,3,-0.49440265,0.35673606,9.989806
90542048581731,3,-0.5638345,0.36152446,9.988609
90542058573398,3,-0.5638345,0.36391866,10.006566
90542068580481,3,-0.5506664,0.36391866,10.005369
90542078590741,3,-0.45250413,0.36032736,10.005369
90542088590793,3,-0.33279404,0.36511576,10.007763
90542098598866,3,-0.1412579,0.35434186,10.006566
90542108582929,3,0.031124622,0.36631286,10.01734
90542118577408,3,0.1364695,0.35913026,10.014946
90542128587825,3,0.11611878,0.36511576,10.020931
90542138605689,3,0.17956513,0.36032736,10.024523
90542148596679,3,0.2861071,0.36511576,10.032902
90542158585377,3,0.39145198,0.36391866,10.024523
90542168578606,3,0.45010993,0.36272156,10.0341
90542178589127,3,0.4225766,0.36391866,10.023325
90542188604700,3,0.2873042,0.36391866,10.036493
90542198602512,3,0.051475335,0.36750996,10.030508
90542208588814,3,-0.17238252,0.35913026,10.014946
90542218582148,3,-0.21906945,0.35673606,10.012551
90542228616523,3,-0.22266077,0.35434186,9.996989
90542238637825,3,-0.30526072,0.36032736,9.996989
90542248600377,3,-0.37828386,0.35793316,10.001778
90542258595481,3,-0.48841715,0.35793316,9.981427
90542268617877,3,-0.49081135,0.35075054,9.982624
90542278615585,3,-0.44651863,0.35434186,9.991004
90542288596523,3,-0.34476504,0.35194764,9.981427
90542298598137,3,-0.18195933,0.34955344,9.994595
90542308664648,3,-0.010773907,0.34835634,9.986216
90542318662408,3,0.015562311,0.34356794,9.977836
90542328620168,3,0.02633622,0.35194764,10.000581
90542338604075,3,0.18315643,0.34715924,10.000581
90542348595689,3,0.2896984,0.34835634,9.992201
90542358577460,3,0.39025488,0.34476504,10.000581
90542368589335,3,0.37948096,0.34596214,9.991004
90542378596887,3,0.2801216,0.34596214,10.000581
90542388586054,3,0.11372458,0.34955344,10.007763
90542398604022,3,-0.10414778,0.35793316,9.998186
90542408600793,3,-0.20709845,0.36391866,10.016143
90542418605377,3,-0.17238252,0.36870706,10.031705
90542428644908,3,-0.21308395,0.36870706,10.018537
90542438614856,3,-0.30286652,0.36750996,10.032902
90542448689647,3,-0.36631286,0.36870706,10.023325
90542458612616,3,-0.4285621,0.37349546,10.0341
90542468591210,3,-0.39743748,0.36990416,10.036493
90542478581783,3,-0.32561144,0.37349546,10.032902
90542488629439,3,-0.21068975,0.36391866,10.0269165
90542498597772,3,-0.034715924,0.36631286,10.020931
90542508578450,3,0.14724341,0.36032736,10.012551
90542518598606,3,0.15442601,0.35673606,10.018537
90542528602304,3,0.18195933,0.35673606,10.001778
90542538603554,3,0.33039984,0.35314476,10.001778
90542548681939,3,0.4141969,0.35434186,10.00896
90542558664179,3,0.50397944,0.35075054,9.999383
90542568634439,3,0.4369418,0.35673606,10.006566
90542578596262,3,0.23343466,0.35913026,9.995792
90542588582824,3,-0.010773907,0.36152446,9.988609
90542598597877,3,-0.3184288,0.36990416,10.012551
90542608577512,3,-0.36391866,0.36391866,10.001778
90542618581314,3,-0.37229836,0.36750996,9.9790325
90542628597616,3,-0.44771573,0.36152446,10.004171
90542638685585,3,-0.49440265,0.35673606,10.004171
90542648587668,3,-0.49440265,0.36152446,9.992201
90542658577772,3,-0.5506664,0.36152446,10.014946
90542668594074,3,-0.51714754,0.36032736,10.014946
