timestamp,accuracy,d0,d1,d2
91098448578967,3,-0.7793127,0.37229836,9.976639
91098458579123,3,-1.0223241,0.37708676,9.996989
91098468566883,3,-1.1324574,0.36272156,9.962274
91098478567925,3,-1.1109096,0.37110126,9.981427
91098488564175,3,-0.7793127,0.35314476,9.973047
91098498568654,3,-0.36870706,0.35913026,9.968259
91098508560998,3,0.011971008,0.34476504,9.97185
91098518563133,3,0.20949265,0.35673606,9.986216
91098528565842,3,0.427365,0.34476504,9.982624
91098538576467,3,0.12090719,0.35314476,9.976639
91098548578602,3,0.29807812,0.35314476,9.992201
91098558573446,3,-0.035913024,0.34596214,9.992201
91098568573081,3,-0.47644615,0.34596214,9.969456
91098578561258,3,-0.7350199,0.34356794,9.973047
91098588569904,3,-0.89662856,0.33039984,9.956287
91098598589852,3,-0.89423436,0.33399114,9.946711
91098608571727,3,-0.5781997,0.3184288,9.953894
91098618572769,3,-0.16160862,0.32920274,9.957485
91098628573289,3,0.20111294,0.31603462,9.927557
91098638577612,3,0.34715924,0.32680854,9.958682
91098648579539,3,0.51475334,0.31483752,9.949105
91098658563862,3,0.37469256,0.32800564,9.940725
91098668571831,3,0.017956512,0.32441434,9.975441
91098678566623,3,-0.4381389,0.33039984,9.950302
91098688578654,3,-0.70509243,0.33638534,9.962274
91098698578550,3,-0.866701,0.33159694,9.967062
91098708563237,3,-0.8379706,0.33758244,9.94312
91098718585321,3,-0.51355624,0.32680854,9.965864
91098728567769,3,-0.08619126,0.33758244,9.964667
91098738577664,3,0.2765303,0.320823,9.944317
91098748599748,3,0.4141969,0.32920274,9.962274
91098758574071,3,0.5602432,0.31124622,9.949105
91098768582196,3,0.39624038,0.32680854,9.941922
91098778562769,3,0.039504327,0.3184288,9.958682
91098788585373,3,-0.38307226,0.32441434,9.953894
91098798577508,3,-0.6464345,0.32202014,9.938332
91098808558810,3,-0.8379706,0.3184288,9.957485
91098818570373,3,-0.80445176,0.32202014,9.939528
91098828561935,3,-0.50278234,0.31483752,9.935937
91098838568654,3,-0.06584055,0.32920274,9.974244
91098848579071,3,0.31244332,0.32202014,9.951499
91098858572091,3,0.49081135,0.33039984,9.9550905
91098868583862,3,0.61650693,0.31244332,9.962274
91098878555477,3,0.47165772,0.32561144,9.969456
91098888575425,3,0.11252748,0.31364042,9.967062
91098898593341,3,-0.30645782,0.32680854,9.987412
91098908608914,3,-0.5686229,0.320823,9.957485
91098918580633,3,-0.78769237,0.32441434,9.968259
91098928577508,3,-0.7314286,0.32920274,9.962274
91098938625425,3,-0.4405331,0.32920274,9.944317
91098948607560,3,-0.008379706,0.34117374,9.986216
91098958625841,3,0.34476504,0.33159694,9.965864
91098968608966,3,0.5243302,0.34117374,9.970653
91098978677769,3,0.63087213,0.32800564,9.981427
91098988637612,3,0.4165911,0.34715924,9.985018
91098998570321,3,0.062249243,0.33758244,9.980229
91099008573446,3,-0.2633622,0.35434186,10.018537
91099018557925,3,-0.5650316,0.35314476,9.985018
91099028565789,3,-0.7769185,0.36152446,10.00896
91099038569696,3,-0.664391,0.36870706,10.010158
91099048606779,3,-0.33758244,0.37229836,9.998186
91099058570581,3,0.12210429,0.37588966,10.022128
91099068561414,3,0.47644615,0.37110126,10.019734
91099078582925,3,0.6967127,0.36631286,10.016143
91099088933654,3,0.79008657,0.35314476,10.019734
91099098612508,3,0.5554548,0.36511576,10.0508585
91099108593966,3,0.14963761,0.35194764,10.019734
91099118608289,3,-0.2621651,0.36272156,10.0341
91099128600998,3,-0.46926352,0.35314476,10.029311
91099138614175,3,-0.7757214,0.36272156,10.02572
91099148592196,3,-0.6488287,0.36272156,10.0508585
91099158631102,3,-0.5315128,0.36750996,10.0508585
91099168569175,3,-0.22266077,0.36870706,10.029311
91099178645477,3,0.22385786,0.36870706,10.018537
91099188670425,3,0.52073884,0.36272156,10.019734
91099198608237,3,0.6955156,0.36511576,10.022128
