timestamp,accuracy,d0,d1,d2
90243058930439,3,-0.1352724,0.34596214,9.973047
90243068940855,3,-0.2657564,0.34715924,9.964667
90243079125178,3,-0.47405192,0.34356794,9.959879
90243088933407,3,-0.6619968,0.34596214,9.97185
90243098938460,3,-0.78170687,0.35075054,9.96347
90243108927574,3,-0.7422025,0.33997664,9.959879
90243118922366,3,-0.58897364,0.34356794,9.973047
90243128925178,3,-0.40462008,0.33518824,9.969456
90243138929345,3,-0.33399114,0.33877954,9.964667
90243148942366,3,-0.33399114,0.33758244,9.975441
90243158955387,3,-0.30885202,0.33758244,9.973047
90243168932574,3,-0.2777274,0.33877954,9.973047
90243179191428,3,-0.14963761,0.33758244,9.965864
90243188928876,3,0.029927522,0.34596214,9.989806
90243198938512,3,0.16400282,0.35194764,9.988609
90243208948720,3,0.2873042,0.35314476,9.993398
90243218941220,3,0.35314476,0.35553896,9.999383
90243229332105,3,0.33638534,0.35434186,10.000581
90243238927105,3,0.40462008,0.35434186,10.019734
90243248942053,3,0.5482722,0.35194764,10.001778
90243258935491,3,0.6919243,0.35075054,10.014946
90243268940647,3,0.7613561,0.35194764,10.018537
90243278933720,3,0.7326257,0.35434186,10.004171
90243288930960,3,0.6404489,0.35075054,10.006566
90243298942887,3,0.51595044,0.35314476,10.016143
90243308971949,3,0.49081135,0.35793316,10.005369
90243318941845,3,0.4177882,0.36990416,10.032902
90243328934189,3,0.29568392,0.3842694,10.048465
90243338929189,3,0.18914193,0.39025488,10.05445
90243348954189,3,0.10055647,0.40821138,10.089166
90243358947991,3,0.04309563,0.41060558,10.103531
90243368947157,3,-0.06584055,0.4189853,10.101137
90243379207887,3,-0.16160862,0.4141969,10.1143055
90243388930491,3,-0.24779987,0.41299978,10.101137
90243398951428,3,-0.2801216,0.40701428,10.093954
90243408935491,3,-0.4381389,0.41060558,10.09156
90243418945282,3,-0.581791,0.40462008,10.08318
90243429324605,3,-0.7338228,0.40222588,10.0748005
90243439002730,3,-0.81881696,0.39384618,10.056845
90243448950907,3,-0.712275,0.38187516,10.064027
