EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,RL1,RL2,RL3,RL4,RL5,RL6,RL7,RL8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8,class
0.547731025,0.813711809,0.852266426,0.107393542,0.400903853,0.162562092,0.197644917,0.237105615,0.495684271,0.429278464,0.318672458,0.045563729,0.069289682,0.028778798,0.019644034,0.034435171,0.147847215,0.177237381,0.079094118,0.020610387,0.014479862,0.005670699,0.002646399,0.000134983,0.304084444,0.301739525,0.129017727,0.041054549,0.031294624,0.021780827,0.006765331,0.002788615,PD
48.80825653,65.69850278,8.111657901,6.489763292,5.519153618,10.16219614,3.441792502,1.235862413,1.813624031,1.209299583,0.469781268,0.214746046,0.105008517,0.034333388,0.036490549,0.038596567,22.69368312,49.34785889,6.045119203,3.635986167,2.226895821,3.330067959,0.534482639,1.580345935,1.273612905,1.503836031,0.351209042,0.12527836,0.101589485,0.03622289,0.028986331,0.025963769,PD
2.496580679,1.483941382,0.933415537,0.264173112,0.104043298,0.052455336,0.036340726,0.000352662,3.491872626,2.026855066,0.976890655,0.285276008,0.147749581,0.075791118,0.067405508,0.034083939,0.208667718,0.506277458,0.083006526,0.055465834,0.242658534,0.044702209,0.121280425,0.052425217,0.527398616,1.059009832,0.225498557,0.097368787,0.068444523,0.027627079,0.023157263,0.002121909,PD
1.163637949,0.866169093,0.497579664,0.107849374,0.266079427,0.127099377,0.120742262,0.131824913,47.59901356,16.03454677,8.297565455,6.261658248,1.376284053,0.323327344,0.482493449,0.339009793,0.365857701,0.222878426,0.112422865,0.030297719,0.031030476,0.011901762,0.007346172,0.004259897,0.625976874,0.298152346,0.190314039,0.042343494,0.105012194,0.082085803,0.041193739,0.056999299,PD
1.97101248,1.357428816,0.620884326,0.160342445,0.100888169,0.039445814,0.027848311,0.012529689,2.051892444,1.440609686,0.648316045,0.315836839,0.237790799,0.122862912,0.053325159,0.037237106,0.275179157,0.284177086,0.141787489,0.045814087,0.171900565,0.115112016,0.082265789,0.048615932,0.514388174,0.502600545,0.178631454,0.084624467,0.083267481,0.021030059,0.016490774,0.010493838,PD
26.38090553,46.15630124,14.44756929,5.958683475,3.506820569,3.088141586,0.693522764,5.189132184,2.049220803,2.966380549,0.854300711,0.193183054,0.406594776,0.246097351,0.186197347,0.328070439,0.48738074,0.578585002,0.166590189,0.110678761,0.038266782,0.022272903,0.006196471,0.000690989,0.150385315,0.161394652,0.087012195,0.031682177,0.016838325,0.007653488,0.017266506,0.000392248,PD
4.31862344,3.582593361,0.945028707,0.484437857,0.699710435,0.506325593,0.070598588,0.459013316,0.667677701,0.480914518,0.311770523,0.093891018,0.041811809,0.080123714,0.023126724,0.013356847,0.337156078,0.551939692,0.128366496,0.063290358,0.076284693,0.068015544,0.012710208,0.035890922,0.057544625,0.056294899,0.058775635,0.01062691,0.00686073,0.002834981,0.001119319,0.001181243,PD
5.117804757,1.764474732,1.844745104,0.42114944,0.21549527,0.215500335,0.034672571,0.112519767,2.734415963,1.741718739,1.168744034,0.312444224,0.259754616,0.049470766,0.094605619,0.105970889,0.216125264,0.196236646,0.10186724,0.025180834,0.016354423,0.01152326,0.003750863,0.002303557,1.310590655,0.608831078,0.426662325,0.104539049,0.097702562,0.013526729,0.021187296,0.021744499,PD
1.404097528,1.488877568,0.543345514,0.232144981,0.13965242,0.130502119,0.065004048,0.035200771,1476.499587,1772.358713,76.26580972,161.5272106,214.8543089,82.6808415,170.1445126,82.13055393,0.606533958,0.537361979,0.284298392,0.044031392,0.038822254,0.053308388,0.006436722,0.008037575,0.650075172,2.238065848,1.36533821,0.360620789,0.337441303,0.050815194,0.028773584,0.00088109,PD
22.4448316,11.44410944,7.16858359,2.397503944,3.248891106,2.692766794,0.951956263,0.963354271,123.6236061,74.06808902,31.85849867,13.72965846,9.550977919,1.094327386,3.925121984,0.552133482,0.360432732,0.287576598,0.159627831,0.035396581,0.046216466,0.023571052,0.043056611,0.010465905,4.389836703,6.373079105,0.567352327,0.378871084,0.698880178,0.103198395,0.06308881,0.0093196,PD
3.275183184,1.750908129,1.131396038,0.24343772,0.55548446,0.307920086,0.255935736,0.283213266,3.232535588,1.45798863,1.167932877,0.466732127,1.124212743,0.613525932,0.877855336,0.901226909,0.117002204,0.137548392,0.054329639,0.026888167,0.063690239,0.040605382,0.020534971,0.0341768,0.126801011,0.137104591,0.076217027,0.017173565,0.006583162,0.007872925,0.002345821,0.001156481,PD
