timestamp,accuracy,d0,d1,d2
90328928757021,3,-0.20470424,0.36990416,9.985018
90328938775458,3,-0.36750996,0.37828386,9.988609
90328948762073,3,-0.40701428,0.3854665,10.006566
90328958754260,3,-0.41299978,0.39384618,10.018537
90328968765458,3,-0.36272156,0.40222588,10.029311
90328978752958,3,-0.38067806,0.40462008,10.035296
90328988758479,3,-0.51954174,0.41180268,10.044873
90328998749052,3,-0.6715736,0.40701428,10.040085
90329008751916,3,-0.7517793,0.41060558,10.038888
90329018760458,3,-0.7517793,0.40342298,10.0341
90329028772593,3,-0.7182605,0.40342298,10.035296
90329038765250,3,-0.6356605,0.40342298,10.035296
90329048762906,3,-0.46208093,0.39743748,10.04607
90329058748271,3,-0.21188685,0.39504328,10.03769
90329068765302,3,0.04189853,0.39264908,10.0508585
90329078775771,3,0.22864626,0.3890578,10.061633
90329088765510,3,0.36631286,0.38307226,10.043676
90329098753114,3,0.35913026,0.37948096,10.052056
90329108748062,3,0.34955344,0.37349546,10.040085
90329118769677,3,0.439336,0.37110126,10.02572
90329128769208,3,0.5518635,0.37110126,10.022128
90329138775718,3,0.62009823,0.36750996,10.011354
90329148762385,3,0.61650693,0.37110126,9.999383
90329158753323,3,0.5434838,0.36511576,9.998186
90329168767750,3,0.29209262,0.37229836,9.994595
90329178777854,3,0.02633622,0.37588966,10.016143
90329188771812,3,-0.22266077,0.37469256,9.998186
90329198765718,3,-0.36631286,0.37110126,9.995792
90329208770041,3,-0.4165911,0.35913026,9.983821
90329218808323,3,-0.37948096,0.34955344,9.969456
90329228769208,3,-0.33638534,0.34237084,9.969456
90329238864416,3,-0.40701428,0.34117374,9.980229
90329248754208,3,-0.5722142,0.33877954,9.961076
90329258836239,3,-0.7457938,0.34596214,9.970653
90329269249364,3,-0.7661445,0.34596214,9.992201
90329278874520,3,-0.7410054,0.35314476,9.977836
90329288797229,3,-0.6560113,0.35673606,9.991004
90329298808062,3,-0.48243165,0.35553896,9.999383
90329308779781,3,-0.34237084,0.35913026,9.973047
90329318921239,3,-0.19393034,0.34955344,9.975441
90329328836135,3,-0.027533319,0.35194764,9.989806
90329338804833,3,0.093373865,0.34596214,9.958682
90329348786083,3,0.11971009,0.34715924,9.973047
90329358782177,3,0.2633622,0.34117374,9.982624
90329368875041,3,0.4213795,0.33758244,9.958682
90329378775927,3,0.59615624,0.33159694,9.977836
90329388843531,3,0.7015011,0.32920274,9.974244
90329398765041,3,0.6811504,0.32920274,9.970653
90329408771083,3,0.5614403,0.32202014,9.969456
90329418757906,3,0.30166942,0.32920274,9.964667
90329428765770,3,0.04189853,0.32202014,9.940725
